10.0903,29.4282,35.9606,-20.7794,
20.2009,29.4124,35.9582,-20.7769,
30.3181,29.3967,35.9557,-20.7378,
40.397,29.3803,35.9516,-20.652,
50.4915,29.3575,35.9409,-20.5342,
60.5711,29.3191,35.918,-20.4134,
70.6669,29.2662,35.8849,-20.2967,
80.7434,29.1989,35.8416,-20.1817,
90.8461,29.1171,35.7856,-20.067,
100.942,29.0244,35.7195,-19.9496,
111.028,28.9112,35.6363,-19.8368,
121.137,28.7814,35.5402,-19.7225,
131.213,28.6293,35.4263,-19.6094,
141.293,28.4574,35.2984,-19.4959,
151.398,28.2609,35.1508,-19.3833,
161.484,28.0428,34.9881,-19.2713,
171.573,27.7972,34.8034,-19.1625,
181.661,27.5311,34.6056,-19.0476,
191.777,27.2387,34.3866,-18.9343,
201.867,26.9303,34.1594,-18.8145,
211.962,26.6048,33.9188,-18.695,
222.087,26.2695,33.6723,-18.575,
232.203,25.9251,33.415,-18.4584,
242.305,25.5737,33.1541,-18.3393,
252.395,25.216,32.8858,-18.2204,
262.507,24.8469,32.6129,-18.0984,
272.625,24.4716,32.3327,-17.9786,
282.712,24.0882,32.0474,-17.86,
292.789,23.6991,31.758,-17.74,
302.893,23.3019,31.4645,-17.6192,
312.985,22.9013,31.1666,-17.4981,
323.067,22.4951,30.8648,-17.3774,
333.158,22.0878,30.5601,-17.2578,
343.261,21.6746,30.2525,-17.1364,
353.368,21.2608,29.9418,-17.0155,
363.475,20.8388,29.6272,-16.8914,
373.594,20.4192,29.3106,-16.7709,
383.724,19.9952,28.9911,-16.6508,
393.83,19.5711,28.6687,-16.5326,
403.927,19.1419,28.3426,-16.4141,
414.009,18.7125,28.0139,-16.2962,
424.09,18.2773,27.6812,-16.1769,
434.194,17.8422,27.3468,-16.0585,
444.285,17.4038,27.0101,-15.9409,
454.37,16.9619,26.6704,-15.8189,
464.469,16.5194,26.3292,-15.7011,
474.564,16.0744,25.985,-15.5818,
484.674,15.6232,25.6362,-15.4616,
494.776,15.1726,25.286,-15.3427,
504.853,14.7192,24.9329,-15.2253,
514.953,14.2631,24.5768,-15.1037,
525.066,13.8065,24.219,-14.9847,
535.162,13.348,23.8584,-14.8641,
545.244,12.8844,23.4931,-14.7422,
555.347,12.4226,23.1276,-14.6243,
565.43,11.9538,22.7559,-14.5012,
575.569,11.4893,22.3854,-14.3838,
585.661,11.0198,22.0093,-14.2609,
595.766,10.5542,21.6342,-14.1436,
605.846,10.0852,21.2541,-14.024,
615.937,9.61818,20.8743,-13.9038,
626.032,9.15061,20.4936,-13.7786,
636.126,8.68919,20.1183,-13.6527,
646.24,8.23226,19.7455,-13.5205,
656.322,7.79377,19.3853,-13.3927,
666.39,7.36909,19.032,-13.2612,
676.481,6.96696,18.6939,-13.1321,
686.558,6.58014,18.3651,-13.0019,
696.651,6.21162,18.0491,-12.8693,
706.758,5.86124,17.7474,-12.7412,
716.836,5.52722,17.4576,-12.6095,
726.943,5.21305,17.1836,-12.4816,
737.042,4.91827,16.9247,-12.3518,
747.113,4.64078,16.6776,-12.2219,
757.202,4.38541,16.4502,-12.0947,
767.297,4.14486,16.2304,-11.9645,
777.385,3.92586,16.0324,-11.8385,
787.473,3.72055,15.8421,-11.7103,
797.574,3.53207,15.6681,-11.5835,
807.66,3.35727,15.5035,-11.4574,
817.732,3.19781,15.354,-11.3321,
827.829,3.05184,15.2148,-11.2097,
837.921,2.91913,15.0871,-11.0859,
848.015,2.79915,14.9672,-10.9627,
858.102,2.69122,14.8576,-10.8368,
868.203,2.59452,14.7577,-10.7145,
878.267,2.50837,14.6698,-10.5924,
888.367,2.43227,14.5877,-10.4705,
898.465,2.3655,14.5156,-10.3493,
908.569,2.30779,14.4502,-10.2285,
918.65,2.25757,14.3944,-10.1083,
928.764,2.21536,14.3433,-9.9886,
938.843,2.17971,14.3013,-9.87194,
948.935,2.15107,14.2648,-9.76699,
959.024,2.12932,14.2337,-9.67055,
969.141,2.11232,14.208,-9.58732,
979.227,2.10048,14.188,-9.5119,
989.329,2.09424,14.171,-9.44439,
999.443,2.09244,14.1593,-9.38106,
1009.52,2.09434,14.1522,-9.32664,
1019.63,2.09918,14.1504,-9.27893,
1029.73,2.10798,14.1504,-9.23589,
1039.82,2.11912,14.1552,-9.19736,
1049.94,2.13373,14.1609,-9.16188,
1060.03,2.14928,14.172,-9.13448,
1070.11,2.168,14.1831,-9.10709,
1080.2,2.18799,14.1976,-9.08184,
1090.31,2.20986,14.2131,-9.05826,
1100.41,2.23306,14.2316,-9.03675,
1110.52,2.25777,14.2513,-9.01699,
1120.61,2.28305,14.274,-9.00033,
1130.71,2.30926,14.2977,-8.98711,
1140.81,2.33654,14.323,-8.9724,
1150.92,2.36412,14.3489,-8.96226,
1161.01,2.39234,14.3763,-8.95175,
1171.1,2.42139,14.4039,-8.94183,
1181.2,2.45074,14.4331,-8.93216,
1191.29,2.48009,14.4631,-8.92679,
1201.37,2.50969,14.4941,-8.92053,
1211.47,2.5396,14.5247,-8.9151,
1221.56,2.56988,14.5559,-8.90905,
1231.65,2.60021,14.587,-8.90542,
1241.74,2.63034,14.6185,-8.90161,
1251.86,2.66008,14.6501,-8.90004,
1261.95,2.68995,14.6819,-8.89741,
1272.04,2.71978,14.7139,-8.8941,
1282.13,2.74935,14.746,-8.89055,
1292.21,2.77877,14.7782,-8.88765,
1302.31,2.80811,14.8101,-8.88602,
1312.4,2.83722,14.842,-8.88361,
1322.51,2.86616,14.8734,-8.88214,
1332.61,2.89468,14.9049,-8.88004,
1342.68,2.92279,14.9357,-8.87898,
1352.78,2.95012,14.9664,-8.87753,
1362.87,2.97731,14.996,-8.87678,
1372.97,3.00406,15.0255,-8.87562,
1383.04,3.03049,15.0545,-8.87224,
1393.14,3.05668,15.0823,-8.87239,
1403.25,3.08234,15.1098,-8.86993,
1413.32,3.10737,15.1365,-8.87067,
1423.42,3.13208,15.1622,-8.87051,
1433.51,3.15577,15.1888,-8.86997,
1443.61,3.17897,15.2144,-8.86882,
1453.69,3.2013,15.2395,-8.86945,
1463.77,3.22356,15.2634,-8.87124,
1473.85,3.2451,15.2887,-8.87049,
1483.95,3.2664,15.3127,-8.87003,
1494.05,3.2868,15.3379,-8.86712,
1504.14,3.30736,15.3602,-8.8692,
1514.2,3.32712,15.3846,-8.86818,
1524.29,3.34694,15.4067,-8.86904,
1534.41,3.36629,15.4287,-8.87043,
1544.51,3.38524,15.4505,-8.8696,
1554.6,3.40378,15.472,-8.87069,
1564.69,3.42199,15.4924,-8.87076,
1574.77,3.43946,15.5126,-8.8719,
1584.87,3.45693,15.5309,-8.87431,
1594.97,3.47358,15.55,-8.87459,
1605.03,3.49021,15.5674,-8.87518,
1615.12,3.50646,15.5851,-8.87457,
1625.21,3.5227,15.6018,-8.87235,
1635.33,3.53853,15.6177,-8.87338,
1645.43,3.55372,15.633,-8.87289,
1655.52,3.56787,15.6476,-8.87311,
1665.63,3.58191,15.6606,-8.87409,
1675.73,3.59534,15.6732,-8.87683,
1685.83,3.60828,15.6854,-8.87705,
1695.92,3.62093,15.6968,-8.87873,
