10.0769,24.2271,35.1887,-10.8342,
20.1866,24.0243,35.2181,-10.8355,
30.2732,23.8321,35.2448,-10.8043,
40.3502,23.6567,35.2648,-10.7241,
50.4401,23.4879,35.2725,-10.6183,
60.5293,23.3135,35.2615,-10.509,
70.6272,23.1747,35.2405,-10.4237,
80.7371,22.9627,35.1877,-10.2984,
90.8237,22.7891,35.1256,-10.198,
100.908,22.5993,35.0372,-10.0917,
111.011,22.4099,34.9296,-9.98678,
121.106,22.2137,34.7982,-9.88415,
131.192,22.0085,34.6419,-9.7811,
141.297,21.7942,34.4607,-9.67969,
151.366,21.5692,34.2507,-9.57964,
161.443,21.3434,34.0209,-9.48475,
171.547,21.0893,33.7426,-9.38104,
181.631,20.8362,33.4443,-9.28159,
191.697,20.5744,33.1184,-9.17735,
201.787,20.3055,32.7683,-9.07023,
211.883,20.0422,32.4146,-8.96653,
221.955,19.7543,32.0163,-8.85477,
232.052,19.477,31.622,-8.74785,
242.133,19.199,31.2193,-8.641,
252.206,18.9209,30.8063,-8.53541,
262.309,18.6389,30.3832,-8.42713,
272.379,18.3565,29.952,-8.31893,
282.458,18.0837,29.5305,-8.21484,
292.551,17.7884,29.0675,-8.10294,
302.631,17.5046,28.6168,-7.99629,
312.693,17.2195,28.1584,-7.88756,
322.807,16.9363,27.6962,-7.78055,
332.896,16.6646,27.2468,-7.67624,
342.992,16.3704,26.754,-7.56237,
353.094,16.0893,26.2768,-7.45412,
363.2,15.8089,25.7948,-7.34605,
373.322,15.5294,25.3077,-7.23892,
383.431,15.2504,24.8152,-7.13159,
393.532,14.9721,24.3179,-7.0225,
403.619,14.7067,23.8385,-6.91969,
413.708,14.4195,23.3129,-6.80792,
423.806,14.1446,22.8035,-6.70104,
433.897,13.8717,22.2917,-6.59497,
444.014,13.598,21.7718,-6.48616,
454.113,13.3257,21.2495,-6.37914,
464.204,13.0532,20.7195,-6.27033,
474.312,12.783,20.1887,-6.16395,
484.376,12.5131,19.6516,-6.05562,
494.459,12.2558,19.1343,-5.95372,
504.575,11.9776,18.5682,-5.84274,
