10.0758,3.78027,5.23282,-7.00228,
20.1655,3.78606,5.22013,-7.00006,
30.2694,3.7953,5.20111,-6.95379,
40.3577,3.80583,5.1856,-6.88498,
50.4328,3.82165,5.16816,-6.82912,
60.5169,3.85365,5.14294,-6.75814,
70.6085,3.91361,5.10094,-6.6792,
80.6874,3.98274,5.05897,-6.61476,
90.7802,4.06921,5.00765,-6.55104,
100.869,4.15187,4.96253,-6.50202,
110.963,4.30164,4.8791,-6.42124,
121.051,4.44524,4.80387,-6.35268,
131.125,4.56244,4.74101,-6.29943,
141.212,4.72758,4.65627,-6.22984,
151.299,4.92301,4.54794,-6.14854,
161.381,5.07729,4.46348,-6.08553,
171.462,5.24274,4.36765,-6.01767,
181.541,5.40814,4.27515,-5.95016,
191.635,5.56175,4.18669,-5.88784,
201.714,5.72091,4.09789,-5.82382,
211.79,5.84792,4.02572,-5.77365,
221.893,6.03968,3.9191,-5.6964,
231.984,6.18313,3.83717,-5.63874,
242.005,6.32828,3.75611,-5.57879,
252.05,6.46839,3.67835,-5.51931,
262.137,6.60668,3.60169,-5.45911,
272.168,6.74156,3.52601,-5.39955,
282.204,6.85829,3.46331,-5.34489,
292.274,6.98144,3.39643,-5.28632,
302.339,7.09634,3.33612,-5.22825,
312.419,7.20552,3.27892,-5.17259,
322.492,7.30763,3.22727,-5.11745,
332.499,7.40129,3.18004,-5.06555,
342.554,7.49748,3.13273,-5.01128,
352.635,7.58639,3.09083,-4.95672,
