10.0958,5.31259,3.13405,-3.0533,
20.1843,5.30506,3.13122,-3.05298,
30.2703,5.29693,3.13085,-3.05079,
40.3496,5.28616,3.13908,-3.04912,
50.4319,5.26902,3.16283,-3.04796,
60.5163,5.24277,3.20701,-3.04717,
70.6042,5.20998,3.26526,-3.0467,
80.6784,5.16573,3.35103,-3.04582,
90.7652,5.11784,3.44833,-3.0452,
100.854,5.05701,3.58028,-3.04521,
110.94,4.99261,3.72554,-3.04337,
121.019,4.92238,3.8885,-3.0393,
131.09,4.84877,4.06402,-3.03423,
141.185,4.77136,4.25143,-3.02958,
151.269,4.69467,4.44393,-3.02463,
161.341,4.62018,4.63575,-3.01947,
171.42,4.54678,4.83243,-3.01534,
181.487,4.47136,5.03456,-3.01113,
191.557,4.40089,5.22781,-3.00746,
201.633,4.32661,5.42753,-3.00374,
211.733,4.25715,5.61748,-3.00016,
221.822,4.18686,5.80614,-2.99567,
231.906,4.1179,5.99326,-2.99175,
241.991,4.05063,6.17231,-2.98851,
252.08,3.98288,6.35245,-2.98544,
262.175,3.92056,6.51525,-2.98264,
272.259,3.85752,6.67735,-2.98013,
282.355,3.79656,6.83201,-2.97803,
292.45,3.73652,6.98019,-2.97798,
302.542,3.67759,7.12062,-2.97826,
310.889,3.62159,7.25112,-2.97797,
