10.1776,7.31323,0.880953,-6.88451,
20.2826,7.30812,0.88507,-6.84672,
30.3663,7.30135,0.891676,-6.7683,
40.438,7.28738,0.90616,-6.68631,
50.5182,7.26123,0.931524,-6.60803,
60.6053,7.22431,0.966185,-6.54039,
70.6684,7.17053,1.01607,-6.47718,
80.7485,7.10543,1.07835,-6.42052,
90.8242,7.02718,1.15471,-6.37049,
100.901,6.9253,1.25587,-6.32468,
110.979,6.8194,1.36338,-6.28574,
121.079,6.68511,1.50175,-6.24657,
131.151,6.54433,1.6469,-6.21644,
141.236,6.37202,1.829,-6.18641,
151.324,6.18837,2.02163,-6.1636,
161.433,5.98062,2.24504,-6.13961,
171.502,5.75894,2.48069,-6.11958,
181.605,5.51337,2.74604,-6.09416,
191.701,5.27054,3.00454,-6.07024,
201.835,5.00525,3.2909,-6.0441,
211.928,4.74917,3.56539,-6.02389,
222.038,4.48791,3.85639,-6.00308,
232.124,4.23511,4.13532,-5.98763,
242.216,3.98741,4.41192,-5.97381,
252.308,3.74682,4.68622,-5.95841,
262.384,3.50872,4.95413,-5.94513,
272.465,3.2701,5.21901,-5.93327,
282.523,3.04868,5.46533,-5.92229,
292.62,2.8283,5.70464,-5.91441,
302.712,2.61347,5.93983,-5.90528,
312.784,2.41107,6.15623,-5.89907,
322.868,2.20643,6.36936,-5.89515,
332.955,2.01688,6.56827,-5.88971,
343.065,1.82761,6.75969,-5.88741,
353.174,1.65356,6.935,-5.88448,
363.261,1.48271,7.10277,-5.88288,
373.353,1.31013,7.2691,-5.88079,
383.45,1.16183,7.40767,-5.88146,
393.52,1.00409,7.55255,-5.88179,
