10.1196,2.93477,1.65899,-6.00274,
20.2213,2.93774,1.66939,-6.00287,
30.3119,2.94108,1.6809,-6.00312,
40.4076,2.943,1.69449,-6.00346,
50.5164,2.94298,1.71131,-6.00353,
60.6115,2.93664,1.7473,-6.00448,
70.6959,2.92394,1.7925,-6.00524,
80.7986,2.90167,1.85289,-6.00511,
90.9155,2.87454,1.9219,-6.00391,
101.014,2.8405,2.00145,-6.00211,
111.13,2.80824,2.07991,-6.00098,
121.222,2.77291,2.16488,-5.99905,
131.335,2.73731,2.25245,-5.99663,
141.429,2.70189,2.34116,-5.99369,
151.527,2.66545,2.4318,-5.99212,
161.621,2.63049,2.5199,-5.99051,
171.699,2.59413,2.61081,-5.98859,
181.803,2.55745,2.7027,-5.98724,
191.915,2.52176,2.79169,-5.98632,
202.001,2.48691,2.8788,-5.98423,
212.106,2.45202,2.96402,-5.98273,
222.22,2.41802,3.04669,-5.98081,
